,user_id,sum,last
2210,BILGNR10315,66,6
2211,LQLWTP37479,32,4
2212,NUGXQQ67740,111,5
2213,OMPSNX16358,86,5
2214,ISGOVS90143,79,4
2215,YQMWFQ17637,72,4
2216,RQRFKU54359,58,2
2217,SLENFY56223,93,6
2218,VFPRXJ22025,27,1
2219,ULVXFH86981,54,3
2220,ASSDBJ60287,91,5
2221,CCKOGP12669,73,4
2222,PSQENZ03581,106,6
2223,MRUWBH21336,71,6
2224,EXDRDJ65195,31,3
2225,PVARSO20487,35,2
2226,QIGXYF99647,104,6
2227,NJAOFF18387,54,3
2228,EXAZXA70126,88,4
2229,JUDYNR23568,79,5
2230,VTZDWB41495,44,4
2231,BTNZCV95087,43,4
2232,BFADAA37275,76,4
2233,KJCBAB39413,61,3
2234,XGYOES80160,82,5
2235,ADKDSJ15481,65,5
2236,YQILRW81220,68,6
2237,KVBYGK60419,27,2
2238,TYSMUW04410,40,2
2239,DXSUJC66482,73,4
2240,RMGKDE31128,80,6
2241,AZKFAD97027,115,5
2242,XYJDZS38822,77,7
2243,EQWJLZ26156,54,4
2244,RANZJM98462,92,5
2245,HHQVCU47897,58,4
2246,POETKP53306,10,2
2247,IKMZHK79134,61,4
2248,IOIVZL73334,40,3
2249,CGIPCK19252,123,7
2250,FFMWCT06195,73,5
2251,VJGZQF86756,69,4
2252,JCININ08619,162,9
2253,EDWXVJ26888,26,2
2254,WOOTYC73234,76,2
2255,TQEIHQ94827,74,5
2256,FHSYED16548,99,5
2257,ILXSIA09729,25,2
2258,PIWZZF04620,42,3
2259,FPDEAR27236,56,4
2260,AOJZUZ70188,18,1
2261,GSSPMM13093,87,5
2262,CITDID01869,67,4
2263,PZVMZJ14695,75,4
2264,TOKPSR20440,94,6
2265,ELZBJW37754,42,5
2266,WAJWBN46968,70,4
2267,ANZFNH74822,72,4
2268,HCCFEX27564,96,5
2269,VBHOJV75382,35,3
2270,IWWNLB74106,39,3
2271,TJPMWX74713,57,4
2272,PTUOUA84284,106,6
2273,IBOSQY09595,89,5
2274,AZFBGQ11969,37,2
2275,WPXUVG25093,64,3
2276,LRDLIY56025,72,4
2277,ZEDVSZ98346,64,4
2278,OSQOWK48604,97,8
2279,IDBZXZ46047,98,7
2280,RCPWMD20832,64,4
2281,WIDHPD30884,74,4
2282,JHMQUK92954,23,1
2283,OVARGN48531,101,7
2284,JELTZS94224,89,4
2285,PRYJDO99140,59,5
2286,IHAGDR71847,58,3
2287,SFABHP47656,106,8
2288,XLJYCC80362,94,5
2289,MTYFTI13339,85,5
2290,HCAMBG29451,75,4
2291,SXQGBP17035,87,4
2292,GFFSLW63106,128,6
2293,SXIDRP17430,27,2
2294,FEOXWH81257,73,4
2295,VIURFK22932,37,1
2296,YWNAPW16130,41,3
2297,MULONN16000,83,6
2298,FEYNQF52265,64,4
2299,QIKSTU63016,132,6
2300,QTPSCA34249,18,1
2301,LHNRMZ74749,67,3
2302,RUKXPC44613,88,6
2303,XDSNTZ28587,42,2
2304,TGTIUK77155,84,6
2305,JYTHDC58969,79,5
2306,RBMBEN62030,56,3
2307,WFGSZP90084,90,6
2308,HBWHZJ61252,89,4
2309,JOLXWO43133,85,5
2310,LPDOAG57319,55,4
2311,VYITVL06008,59,4
2312,TWCJWR48578,72,4
2313,CCCSVS18214,23,2
2314,EBDQFU00929,50,4
2315,TLRYXQ65918,63,4
2316,RZLVYW53836,72,4
2317,CRNGXO20344,77,5
2318,TNDAWV59316,60,3
2319,OVVUDA16216,32,2
2320,ZPMOCQ08757,96,5
2321,YNKTJB42090,64,4
2322,JIYALA61944,112,7
2323,UZUBZF55768,71,4
2324,SSGILD02759,82,4
2325,OVODWN34090,32,2
2326,OBQHWC42095,50,3
2327,WHGCYX97097,55,3
2328,UHNBOK12596,76,4
2329,MCKQBJ96693,105,6
2330,EOSSYG87977,78,4
2331,DEGFLX17974,93,5
2332,LNASCZ45717,92,6
2333,GRJRTE69491,67,5
2334,NNZNPB59047,60,5
2335,FNTLBI83193,90,5
2336,GCNXHY10583,64,3
2337,WWEJGH65288,72,4
2338,THDCHB40603,143,8
2339,FPQJHL76105,88,6
2340,XJQOIS36284,34,2
2341,BSIDQC21969,143,8
2342,MHSTBL18705,66,4
2343,BFPUIS18033,81,4
2344,LUPZDI81408,71,6
2345,VCDSXE39548,97,6
2346,LXEZQG26374,40,3
2347,DZSHIR63738,83,5
2348,FCTCIJ75037,92,6
2349,VVUXIK87460,60,4
2350,RROOCQ85200,5,0
2351,GMKGXF34412,66,4
2352,LCBPBN46941,72,4
2353,XZLPOV02009,43,2
2354,GMXQGT50013,74,4
2355,QAHAVT40669,87,6
2356,RUJLVX95485,74,3
2357,CZGFFJ51915,45,3
2358,SNQNLL70566,32,3
2359,KLVWHL10655,65,4
2360,HBJNMB62335,29,1
2361,SVDDBA18526,96,5
2362,ABUSTG07773,95,6
2363,RJRXNQ00445,31,2
2364,XZYJII66002,80,6
2365,VTZSJK24712,78,6
2366,KDTHBA15681,42,3
2367,XKEPWX96960,69,4
2368,KSWUZM85197,48,2
2369,HSFKZH25129,48,4
2370,WRPVMW47561,99,7
2371,QDQXKV39288,82,5
2372,ZIESYA47132,65,5
2373,DLYJUK50362,72,4
2374,GNTWUE60060,84,5
2375,YYVDDJ75617,103,6
2376,LYKKEX23314,102,7
2377,BQBOTR28314,60,3
2378,YEORAJ34285,77,4
2379,FCOSEW15838,105,6
2380,KFRANM62345,41,2
2381,FAPHAL52876,31,1
2382,PGDJPU32672,65,3
2383,ACBRPB84411,70,4
2384,CHXZDS26006,95,6
2385,TNYYJV36108,20,1
2386,PWDTDM23412,89,7
2387,DOCTVH62029,76,5
2388,UGBVRB02452,137,8
2389,CHTYZG28874,136,8
2390,FSDGCI90536,42,2
2391,QXEQBI43794,59,4
2392,EKEVFL49773,25,2
2393,OQNABT34888,65,5
2394,TUSXBV53984,40,2
2395,PCROZZ76161,72,4
2396,HLFQEW03210,59,4
2397,JYGFMT90106,65,4
2398,RFBCSS56215,71,4
2399,GWXEHX93995,77,3
2400,OSGJKC71448,110,6
2401,SNQPLA35611,77,6
2402,WTPGBH89598,23,1
2403,IPCXNF54784,94,6
2404,GEQUNV48792,115,7
2405,KPRSSN08532,77,5
2406,HHCUTA69504,67,4
2407,ITPFJJ99867,100,6
2408,EYIAYD49160,44,2
2409,OEPSOI13136,96,6
2410,RVVCVF56150,69,6
2411,WOMQVU58312,54,3
2412,VVWRKJ13594,16,0
2413,AUSVSX57037,54,3
2414,YRXYML64285,79,5
2415,YEKJKE01064,43,3
2416,MBSRJR48349,112,7
2417,UREVWP51938,54,3
2418,QIKROJ25096,54,2
2419,BVFTKP04940,87,5
2420,PPZUAU53508,42,1
2421,BORYMF97179,48,3
2422,TJBFZP43846,56,5
2423,HSZXPA74557,98,6
2424,XHRXXT18333,48,3
2425,IIGCUM14019,117,7
2426,JPEZHN62738,37,2
2427,ETOLJB70093,103,6
2428,PUHYOI34867,57,3
2429,VYZFOA05731,74,4
2430,SGTTLU69090,47,4
2431,ALVBVF24433,65,4
2432,QTHVZH48629,24,1
2433,JRBSKB08832,71,4
2434,FTNYMO08871,41,2
2435,WALPEL37161,54,4
2436,HKJIPV38700,95,6
2437,QTUYNY96115,40,2
2438,XHAFTP59433,88,4
2439,ZTKERQ47761,46,2
2440,VZHXWR88667,50,4
2441,MXOVXE18429,77,4
2442,IEXDMO66578,95,6
2443,QSULTV46338,99,7
2444,DVQHHZ50280,147,9
2445,QFFAVS29333,108,6
2446,NSTFTV49544,78,4
2447,YQGHNV33146,33,5
2448,QIOEFV25966,82,4
2449,IGENBS56765,75,3
2450,INUHES43519,50,5
2451,VLHRMZ26488,68,4
2452,YFLDBL03184,69,4
2453,QAZKFT82859,36,5
2454,VDDYQV08431,64,3
2455,AJSVOS13045,21,2
2456,NFTEGN92202,88,4
2457,KHLARQ20130,45,3
2458,SXARRD18591,104,6
2459,XITZUJ75356,62,3
2460,MMQRHW49313,42,2
2461,HNNGUU54444,56,4
2462,HOVWKX25033,91,7
2463,TDHJQX29856,76,4
2464,VDGPAZ52939,93,6
2465,QNOEKI43623,75,4
2466,QPCBBZ17045,65,4
2467,YDODXX16148,91,7
2468,TLHBYP28582,53,3
2469,QZAQDM64972,55,4
2470,KBFITM31640,31,2
2471,FBKZER11703,146,8
2472,DGWZTT67757,44,2
2473,FGODUC81959,84,4
2474,SXRBYE62667,54,3
2475,UYDJAS35980,60,4
2476,ABJOZY20969,89,5
2477,RRWTQK00987,84,5
2478,CKGQSX24648,129,7
2479,CMNEWU39723,41,3
2480,NLXDCB68619,48,2
2481,GWRYNZ33472,85,6
2482,LMUFNJ43947,52,2
2483,GXPHWB47976,84,5
2484,JTKHAJ47338,85,6
2485,LYKHDS02213,65,4
2486,WGHLDL64481,100,6
2487,ZAOBHN44614,122,7
2488,TMWCIA90730,80,5
2489,JCDPEH71752,52,3
2490,DYWUFA18455,76,6
2491,HUUQHU64104,60,4
2492,TOAHJW24871,60,4
2493,ZBJGNQ92766,90,6
2494,WCLAYI63421,80,6
2495,IXTDRG14751,60,3
2496,VDCRSM87613,90,5
2497,SMMGIF97504,55,3
2498,XFWVNS19966,85,6
2499,UOBRTB23545,56,3
2500,DCYAJW75393,44,2
2501,YLSGOU51506,76,4
2502,TAWBIW30736,86,5
2503,XZNJFK85866,49,2
2504,KOWUCQ81381,56,4
2505,MTKCTJ11210,87,4
2506,JVWOCQ20665,76,4
2507,FUKSXN57199,121,7
2508,TLZHNE84013,82,4
2509,EXMFXH03732,48,3
2510,SMMVVJ55154,36,3
2511,TTTCHQ02905,108,6
2512,QCRPSF52963,66,4
2513,ADZMJR16527,79,4
2514,ADQMEA73726,67,4
2515,PUAJRC75492,80,6
2516,RVCZMB52185,74,4
2517,GNOZUB62119,47,3
2518,STMESK54212,91,6
2519,ZLFBPA00166,90,5
2520,RQHNYC85036,77,6
2521,CEBYPB19134,102,6
2522,ZHTZRK18223,67,4
2523,XJYJLV45514,35,3
2524,SBOKDM78712,51,5
2525,ZCNXMX08222,38,3
2526,JJKYLM75108,80,4
2527,RPKEBO92439,114,6
2528,AHZSQD63102,91,5
2529,HRKKQX55027,37,2
2530,OPQBNJ17736,18,1
2531,BDEYIB06841,80,5
2532,HJZGTB87892,52,3
2533,KMMUBD73179,94,5
2534,DDGWFR75124,120,6
2535,JNLLIY67864,70,4
2536,IDYNON51885,53,3
2537,GLKEWP77734,121,7
2538,NXWNZR71957,42,2
2539,TISFBC45471,57,4
2540,ZNSTHO18061,84,4
2541,RCJEXQ64278,78,4
2542,JEOGUI07540,74,5
2543,IBYYDR16269,113,7
2544,NHJVVQ50454,63,3
2545,JRLKKK84174,77,4
2546,WIWFPA23502,93,4
2547,FACRTZ42418,63,4
2548,SAWMNX96610,94,7
2549,IIYORM58814,78,6
2550,URMWOS97076,57,3
2551,XTNMQG86697,49,4
2552,ZOFOFZ67189,74,4
2553,HSFEJI62480,78,5
2554,ZAPXBK46641,64,4
2555,VQZRIK52777,51,4
2556,JXIXGI49563,57,3
2557,VKFMZJ87905,76,4
2558,UJYJNS04323,44,3
2559,SUECZR56338,25,1
2560,RVYBCR62525,53,2
2561,MYITYH23174,75,5
2562,FUASMO54829,80,4
2563,FUUMRG41763,84,4
2564,GZJLLA02577,77,4
2565,PJQFES68116,103,7
2566,STYTZC90153,92,5
2567,WZCIGR30308,64,4
2568,FXKUOU38683,83,5
2569,IPSXFA11478,50,3
2570,ERRVMN13475,37,3
2571,WJGTLL25012,42,4
2572,RSBURM77375,44,3
2573,ZNVALD94105,42,2
2574,JTONIM50875,76,5
2575,WALUHL68009,96,5
2576,DEIZNP10317,54,3
2577,FWSBWG72094,76,5
2578,MHURCW24229,81,6
2579,OZCHBD72915,90,5
2580,COVTFV80370,51,4
2581,VSHZFS32826,29,2
2582,LPYDHZ87452,143,8
2583,KQFILQ49068,85,6
2584,CVSSUF49315,70,6
2585,JMNGSI46891,55,4
2586,BIZHXZ91749,70,5
2587,GGKJNO25335,55,4
2588,PTAVXC06830,61,2
2589,FYLITE84954,63,3
2590,NWPTKK87521,72,4
2591,JQZOCW65688,64,4
2592,DRMVQE03744,20,1
2593,BESJRN99615,49,4
2594,JZPPEI77914,93,6
2595,XQXOQG68960,24,2
2596,PVXIUB89575,60,5
2597,GAKCMG34485,62,4
2598,DGGFNJ07735,106,7
2599,GNKBRC04408,18,1
2600,BRAJUL00187,32,3
2601,JWGQJA34713,121,6
2602,OZMQJV75189,84,5
2603,JTZLEV31239,83,4
2604,IHXKTJ52416,51,3
2605,BBKAXF43552,70,4
2606,EQHXMC10526,31,3
2607,AXOJBF92232,82,5
2608,GMOAGU91388,74,5
2609,ZNKCWG18713,58,3
2610,CCJUBB66909,58,4
2611,YBPMKJ35008,56,3
2612,ZIXONX54045,67,4
2613,IOVTGF09843,107,6
2614,DIYCVV83372,48,3
2615,OSUJPH39236,65,5
2616,TDTGMZ87417,83,4
2617,MMERBA29625,71,6
2618,WUCLDS26716,43,3
2619,DCBNDA52235,62,4
2620,RRGIUE99597,72,4
2621,EJHUUN45975,64,4
2622,EHLOQN97485,66,3
2623,IGQPHL86222,57,3
2624,SILZVY63911,48,2
2625,MCPGQX66489,81,5
2626,UPCUXA17468,110,7
2627,LNYLUD54496,27,2
2628,CSSFZF43588,65,4
2629,YMYIPE65773,44,4
2630,VRDQNK34154,25,2
2631,EPQRZT46674,62,4
2632,FFCVOG03078,76,5
2633,LYZPDR83678,87,6
2634,QZXKGJ72317,72,5
2635,LTGLDK05365,67,3
2636,AEAMNL39636,59,3
2637,LOGKNG02590,38,4
2638,QPIPGZ21815,51,3
2639,NZMSVX15563,114,6
2640,PQOZOV84804,88,4
2641,HMKTLE26283,143,7
2642,JPZUWI29654,58,3
2643,ZJCAFQ43279,66,5
2644,FTFQMW14903,39,2
2645,QTCLMC98263,115,8
2646,NAPDPX14158,71,5
2647,SDTLEA64193,61,4
2648,XGEPPO37671,43,2
2649,SGPMCS96301,31,3
2650,FYPETD11050,140,8
2651,YSFAEH23394,75,4
2652,HSRWSX49800,50,6
2653,XMIEVL89199,52,2
2654,CUOVIF41067,61,3
2655,KKNACV78301,73,4
2656,REGWVC38700,70,5
2657,VQWJYG72661,96,4
2658,AFRIAP61703,49,3
2659,LDAPAM23415,53,3
2660,ALQRNI91627,146,7
2661,XBTMAH67874,47,2
2662,NLLOHN60758,54,3
2663,AGGRLN64388,96,6
2664,KSHUVP28697,44,2
2665,XWYXHK74328,65,5
2666,DBQZIA68460,60,4
2667,YVYGNE99071,58,2
2668,SSVICS90828,111,6
2669,GBTHWR72969,91,4
2670,KKDJRE16226,105,6
2671,TYEHTK25655,70,4
2672,JXAVJM13179,55,3
2673,MHIIEY31641,119,8
2674,LNRYWJ10610,112,6
2675,RCEZKL91554,68,4
2676,XAKKXZ92125,57,3
2677,PWRAIY07175,40,2
2678,QRULKB27548,90,5
2679,NTFNZF94261,51,2
2680,PXRJVG04689,59,3
2681,YXEQSG41310,21,1
2682,EFRPQJ89051,90,7
2683,YCHVIL47935,53,3
2684,IMQASG33209,42,2
2685,TFDXRG74938,88,6
2686,DBVPDB80754,113,5
2687,WYJCMN94887,143,7
2688,EELARK65850,116,7
2689,OIKENM66406,86,6
2690,NKYYTX14460,96,6
2691,IQQCHY56027,39,3
2692,CLLIPR87571,38,2
2693,YWRXKR96511,80,4
2694,VGHGVI65592,71,4
2695,NMSEGU95573,82,5
2696,BSULUB08439,36,2
2697,KULGWM51131,100,6
2698,LFGTUS61550,90,5
2699,NTYSQY89266,99,6
2700,NRAUMG41508,73,3
2701,SNMXPF90959,84,5
2702,NBQXAT26313,55,3
2703,VLIGRM47568,58,3
2704,VDDSEY24546,86,6
2705,VWFQGH81817,112,7
2706,KZPIQM49588,106,6
2707,JZYOFO37040,42,4
2708,DKPKWU51309,64,4
2709,QDVCLM48525,95,6
2710,QRINIL64763,111,5
2711,DRTMVZ25751,97,6
2712,EOUSZS61173,104,5
2713,YKTUFZ16678,66,4
2714,OPSHEH70161,55,3
2715,NJWMAH51638,92,6
2716,VQDJDL66497,54,3
2717,BZDJWT79786,78,5
2718,SQZDGM53973,70,4
2719,PDYTDI42517,91,6
2720,CFZIIO20911,97,6
2721,ASZNVV80381,42,2
2722,HMJVDE94848,142,8
2723,ZTWOVS76168,36,2
2724,WBARPG15139,98,6
2725,QJWRBD82783,82,6
2726,ICXTCI41033,83,6
2727,OWRTZY67170,61,2
2728,YHICZK95043,79,5
2729,YHDVYV36320,54,3
2730,NWFZBH63675,82,5
2731,WSWUHN09030,52,2
2732,VYZCDG98867,42,2
2733,HTOHRW75648,127,6
2734,VHIJLV02021,72,4
2735,RQXDDR95712,37,3
2736,CRMDLP85061,71,4
2737,STRTVE61025,106,6
2738,ZUCHLJ06687,77,4
2739,FVNIZJ53457,60,3
2740,UURVGR97592,52,4
2741,JRFCTY16009,35,1
2742,SJCARH79363,82,4
2743,EAFAZD62282,65,4
2744,OTSEOI43278,90,5
2745,CVEAKK82197,82,6
2746,ITGTSI19801,75,4
2747,EHNPGB41198,90,6
2748,KDKKHY77762,54,3
2749,SVISBM10386,70,3
2750,BLBBWY97736,55,4
2751,QAWGAS06921,72,4
2752,AOLSYD49552,90,5
2753,QDLOSJ45514,62,4
2754,XFNMNL60945,125,7
2755,ZCVYVW69537,62,4
2756,MOBUAL81346,58,4
2757,UGMALL15436,109,6
2758,BNDNLO52840,54,3
2759,KBZRQX09758,31,2
2760,LUHFRT03912,36,2
2761,RIXJSD42654,90,5
2762,GIZJCJ70185,69,4
2763,JLUXRZ33944,82,6
2764,ISXBZT03943,49,2
2765,JZRLHJ54250,105,7
2766,CBRLLR73410,58,3
2767,TDXEBK62104,54,2
2768,RFLYTM38627,57,3
2769,MRYHNV38347,51,3
2770,MWQRWH77267,117,7
2771,CRNYLF73406,38,3
2772,QLSWGK41758,58,4
2773,XUIJNF20214,75,3
2774,XGFTDB76475,93,6
2775,ETWFMA97540,60,3
2776,VGIRJY15220,63,6
2777,YUYPSQ10837,73,5
2778,MUNCYE40714,63,4
2779,XHNFPK38353,72,4
2780,VHZOXA43633,32,3
2781,GJZDYP57012,111,6
2782,XKDUPL63353,58,3
2783,KKIFJF49601,32,1
2784,DLJGRV03152,42,2
2785,UAFQRK62353,74,4
2786,VDGRRE05872,79,4
2787,KBLOQU81708,99,6
2788,VFGJQH16661,111,6
2789,OTFIDG12377,115,8
2790,DIVYPQ73708,53,3
2791,NRMFUX12306,80,4
2792,VAMDJS44542,99,5
2793,FAFHVJ86414,65,4
2794,VCRINU02684,79,4
2795,HEPTEF90280,31,4
2796,SBEHMT42097,67,5
2797,MCZLNB67755,68,4
2798,RRWJAK80026,50,3
2799,GXWWJZ24545,27,1
2800,WYCCDC29774,73,4
2801,GKNNMW97631,55,3
2802,MOISRK35480,58,5
2803,YLXPOV60865,74,5
2804,WWXLKV78419,131,7
2805,AITFPA17778,24,1
2806,TYCUTE44590,90,5
2807,NICDFE22178,104,6
2808,FSRUNQ40377,102,5
2809,LSJSAL02459,69,4
2810,FNSNMD33428,67,3
2811,FUKHQY30092,57,4
2812,PQTKIK09538,69,4
2813,PVYYVW45427,56,3
2814,UDIEKP56269,61,4
2815,HIYMVV95359,88,6
2816,WZGEPO86649,58,6
2817,OELZYG01688,53,3
2818,JUQXTD70247,60,3
2819,VMLZHW75768,68,5
2820,XIUGRJ42273,54,4
2821,EIWAIX38746,54,2
2822,REKXAU28495,99,7
2823,GPQPNX17942,84,5
2824,JHDKJU81993,77,4
2825,RJSXXH73227,52,2
2826,GHGQBS92984,56,5
2827,SECCOP63962,69,4
2828,FIBZNY67676,54,3
2829,FHVGZI86483,89,5
2830,WRCURD99796,30,3
2831,WOEJYF04731,59,3
2832,VSVGMY43367,27,1
2833,CAWIDG26277,90,5
2834,LOLVPJ35384,56,4
2835,FDXTMH71445,78,4
2836,SDCQVI74996,72,4
2837,BFAVKU88896,48,4
2838,BJJUMT90925,96,6
2839,UFQPWD59413,109,7
2840,BFXCKY32772,26,1
2841,RQRFQT79404,25,3
2842,SBFMIP39167,31,3
2843,SQAUSO20444,104,6
2844,ZZGHJL15154,81,5
2845,OITUZV20400,90,5
2846,VEIWOK61220,51,3
2847,LJCDIM69586,53,2
2848,GRXAGP01001,110,6
2849,EKHJPN65355,72,4
2850,VXGYKJ84373,78,4
2851,APPPBC71104,48,3
2852,LWMUMH24467,86,5
2853,SDVTZA13303,90,5
2854,BQXNBA98857,103,5
2855,XYNCPW69044,100,5
2856,VRZAXL80326,60,3
2857,XDFLOG64257,114,7
2858,HGMLRI48993,57,4
2859,ZOQVWY65505,70,4
2860,VOULPJ98557,92,6
2861,LCBHGE51732,92,6
2862,RLVRCH49512,99,5
2863,YLXXFE01584,73,5
2864,RRWVDB61317,93,6
2865,WJFGJU10386,90,5
2866,ZSTENP86609,39,2
2867,TXDFTU94697,55,4
2868,MSPCAY55139,64,4
2869,GMKNMK48927,63,4
2870,KCSLNV84885,39,1
2871,HTKUNH53418,147,10
2872,ZVOTLM22197,24,1
2873,XTPGIH23888,57,4
2874,GKJWJW34778,59,3
2875,PQKAVX45106,75,5
2876,AXDJUP58850,61,4
2877,ZGFHSD92831,54,3
2878,QSASHY02144,36,2
2879,WVWRNW97402,90,5
2880,BAQXSF94709,114,6
2881,ZZROJN88707,110,7
2882,WQQBEI97524,74,4
2883,HSYYRQ56718,49,3
2884,SUVKNO62410,74,4
2885,SXJZZT85286,82,8
2886,LPXLTW03004,52,2
2887,QXHWYL69385,111,6
2888,BSTPEI68942,37,2
2889,KLAHHS30371,60,3
2890,LCQLRO92224,61,5
2891,KAKHLM73581,38,3
2892,KYJWWF16897,57,4
2893,DJVWZO70267,78,4
2894,AOMFKK41697,79,4
2895,RIBTSI64348,34,2
2896,ZHMPRR11128,93,6
2897,FOPSIP75750,49,2
2898,XJCKLI97777,64,4
2899,PEYNNW42940,73,5
2900,XJGKOF84475,90,5
2901,ZPTWDQ09962,110,7
2902,MHRWNF83614,93,5
2903,IORQDQ09559,93,5
2904,XRKGIX64012,75,5
2905,ULSJLY84453,105,6
2906,CVYRRQ45262,75,5
2907,ZRCZPY29160,93,6
2908,REQNCW36841,166,10
2909,QVIANR04122,112,6
2910,CMAHNX38271,57,5
2911,QXELQG04256,71,4
2912,IQQTAZ84183,55,3
2913,DTDTHR57088,43,4
2914,AMEWMH02121,94,5
2915,KVUPYL53420,79,5
2916,GFVQSK02493,54,3
2917,BNLJVF91038,75,4
2918,OVJVBT94647,69,4
2919,ZTQGAN84651,75,5
2920,IWHNCJ12378,87,5
2921,UCKEDB55977,90,5
2922,MXCKHP38297,82,4
2923,RRNEMY45675,77,7
2924,NMWCIR41332,74,4
2925,ISJEYD76742,63,4
2926,NOZUFQ35021,75,5
2927,SZTWIO22642,79,4
2928,JQKRUU50585,140,8
2929,JRPFXQ60704,56,2
2930,YNOFHY96513,93,5
2931,VDJCAI33713,112,7
2932,CRTDSO92985,84,5
2933,XHREBQ98941,51,4
2934,BZLKUK04210,108,7
2935,QCAVJI21823,120,6
2936,WJSWBK00302,97,5
2937,LGLWGL44318,61,5
2938,OJFENZ62362,97,5
2939,GMSBRD88188,76,5
2940,LQNMXS42759,108,6
2941,YOVBBQ09923,29,2
2942,CAVWAW77761,60,3
2943,JDYYIN25948,57,3
2944,MLVKIE58926,74,4
2945,YCPBTU39033,55,5
2946,GJPOYI72839,70,4
2947,GOEMKH10793,37,2
2948,EXZJRJ83371,58,3
2949,EFBPOM28918,101,5
2950,OANUHW57240,108,6
2951,PFRMVS65318,78,5
2952,QURPKV71449,117,7
2953,WSVGJR28694,95,5
2954,MTWZWD47231,110,6
2955,ICUNGX67140,69,6
2956,YILEWT76456,47,3
2957,GKBAXJ37032,63,4
2958,VMUDBN24908,95,6
2959,NMJETK15399,64,4
2960,SDFCGG20683,104,7
2961,QVTVEX36616,34,3
2962,DJLWXC20673,40,2
2963,EOTSYL09435,69,4
2964,IWGRZV98283,39,3
2965,BYTTYK44372,86,4
2966,NKRZYO03470,92,6
2967,KZBSXQ85808,37,2
2968,CWUHXY54009,157,9
2969,PUTTHH69292,108,6
2970,JBCYZZ79966,93,5
2971,QYYQRX09986,72,4
2972,ZUQPFC42491,86,6
2973,MUHHVX09896,69,5
2974,NDUGCN17565,93,6
2975,BIUORI17172,58,5
2976,VWNCBO17452,84,5
2977,HMHHVV88905,115,7
2978,MBCCRV96642,60,3
2979,SNJOLH15746,63,5
2980,WYUVSU81848,65,4
2981,DZSDVP94324,90,7
2982,QTOSXI40573,61,4
2983,JKRVJA15731,48,2
2984,EOOVLX46931,66,4
2985,NCHJRW46060,71,5
2986,YLTJHJ93619,120,7
2987,EJXPVP21387,85,4
2988,FVMMEY70904,70,4
2989,GAMNXM97257,64,4
2990,RCXNFH69737,85,5
2991,JVNEKA44852,152,9
2992,VUCZTN92283,75,5
2993,XMLIAC74233,103,6
2994,TBJOCC48273,55,3
2995,TPPGXW26644,108,6
2996,PGMKAL75519,116,6
2997,KTRZAG67035,57,2
2998,PQKYGK76508,101,6
2999,QNVWZL77653,78,4
3000,CKHSGU93599,70,5
3001,KTSQZH59105,66,4
3002,ASKNRA98798,122,7
3003,MXJYQR67779,69,5
3004,MBPYPH33881,82,6
3005,ZAPUAJ44284,84,4
3006,HRRCPS50452,76,5
3007,SYDWNC14959,47,4
3008,AIMRGA88528,83,6
3009,OMELLY55014,104,6
3010,AZPFZN13018,8,0
3011,OWRLFO07904,90,6
3012,CUZZQN14678,91,4
3013,BXXDBL02140,91,6
3014,JMRIRJ68943,101,7
3015,FZLSRA81848,74,5
3016,PCMZKJ77651,80,6
3017,LVROYK84209,93,6
3018,TJMZRR68293,77,4
3019,YXYDGA47340,26,3
3020,XQJWGG45954,96,5
3021,TJXVVL04495,126,10
3022,CYMKJF62337,77,5
3023,IUGWPM91009,60,4
3024,PPNJRH27687,60,3
3025,HFVIJF50630,55,2
3026,LRDNXD43051,74,4
3027,NBWRZY15735,54,3
3028,UZTBGZ97377,87,5
3029,YIGBPV92968,49,3
3030,VZLWWZ34992,75,5
3031,XKJJUH71417,89,5
3032,ZRCAVT37270,136,8
3033,ANJVIW11878,111,6
3034,VPHGHA62024,64,4
3035,KIEGEL36883,62,5
3036,FLKFAV72178,100,6
3037,YDFKDK30165,107,6
3038,GRHLAW06147,66,4
3039,BUQTAU68914,34,1
3040,QDSCNK50620,47,2
3041,QQWSLS84861,128,8
3042,UXVLBS72839,87,5
3043,JYHOXN69538,32,4
3044,XSVOYA02564,96,6
3045,GTRORV96445,60,4
3046,CQAOSW77018,31,1
3047,XAYXHW49982,52,3
3048,KRTVMD99015,56,3
3049,VRUFZU18364,71,4
3050,JVJILF23662,110,6
3051,LNCBAD48951,40,1
3052,TDEWOD19539,56,3
3053,NDWXNE98379,50,2
3054,NRCQPQ08316,83,5
3055,NRSFIM74827,34,4
3056,XZULZN29742,45,3
3057,NPIBNQ22130,141,8
3058,DWSTCG22454,47,2
3059,ICSUQV89878,103,6
3060,UEHIVA25160,72,7
3061,SOYMSM36597,135,8
3062,UODQLR85326,97,7
3063,GWNZSV59883,70,5
3064,YHSQKL95716,73,4
3065,XOBVVQ50528,68,5
3066,UWNFXV13695,41,3
3067,TOETCD27976,37,4
3068,AMEFJA66920,42,2
3069,XJHRZI22673,20,1
3070,NVGFUV03926,70,4
3071,PQIJHJ44616,54,3
3072,HKDCXR96043,54,3
3073,DNUEPV78407,40,3
3074,WQBVRV28797,24,2
3075,JTIOTA08638,93,4
3076,PIXANZ65646,58,5
3077,TBUAFZ18742,66,5
3078,MKXMKR56542,58,4
3079,FEDJQF66959,64,3
3080,OWXLKU72696,81,4
3081,LSFWVP25650,43,3
3082,UKCYQC03983,90,5
